"School
Code",Boro Number,Boro,School,School Name,"Galaxy
FY11 Loc
Code",Status,Dist,"Poverty
Percentage","County
Cutoff","T1-1
NT1=0","Audited
Register","Proj_Regs
for New
Schools","Proj Regs for
Restruct &
Phase-Ins
Grades","Poverty
Count","T1 School
Poverty
Count","Students
in Temp
Housing","Title I
Eligible
Pupils","Additional
Title I
Eligibles
Phase-IN",USM,"OAG
Audit","for NYC
overal
count","Expalnation of Title I
School Designation","Weighted
T1 Count
(including
phase-in)","FY11
Entitlement",Title I ARRA,"Title I Basic
Allocation","Total Minimum
Parent (1%)
Involvement
Commitment",SWP?
428338,4,Q,338,Satellite Academy HS @ Jamaica Learni 28Q338,,New,28,81.4,40.00%,1,0,240,0,163,163,0,163,0,,,163,TitleI:no chng,163,"$129,408 ","3,088","126,320","$1,294 ",SWP
102575,1,M,575,MANHATTAN COMPREHENSIVE NIGHT,02M575,Open,2,88.2,40.00%,1,768,0,0,677,677,31,677,0,,,677,TitleI:no chng,677,"$827,074 ","191,323","635,751","$8,271 ",SWP
102580,1,M,580,RICHARD R. GREEN HIGH SCHOOL OF T 02M580,,Open,2,76,40.00%,1,609,0,0,463,463,12,463,0,,,463,TitleI:no chng,463,"$565,636 ","60,876","504,760","$5,656 ",SWP
102586,1,M,586,HARVEY MILK HIGH SCHOOL,02M586,Open,2,84.5,40.00%,1,97,0,0,82,82,12,82,0,,,82,TitleI:no chng,82,"$100,177 ","28,988","71,189","$1,002 ",SWP
102600,1,M,600,THE HIGH SCHOOL OF FASHION INDUST 02M600,,Open,2,79.1,40.00%,1,"1,671",0,0,"1,322","1,322",19,"1,322",0,,,1322,TitleI:no chng,"1,322","$1,615,055 ","649,340","965,715","$16,151 ",SWP
102605,1,M,605,HUMANITIES PREPARATORY ACADEMY 02M605,,Open,2,55.5,40.00%,1,182,0,0,101,101,1,101,0,,A,101,TitleI:no chng,101,"$123,389 ","123,389",0,"$1,234 ",SWP
102615,1,M,615,CHELSEA CAREER AND TECHNICAL EDU 02M615,,Open,2,80.5,40.00%,1,601,0,0,484,484,10,484,0,,,484,TitleI:no chng,484,"$591,291 ","200,020","391,271","$5,913 ",SWP
102620,1,M,620,NORMAN THOMAS HIGH SCHOOL,02M620,Open,2,76.8,40.00%,1,"2,008",0,0,"1,542","1,542",88,"1,542",0,,,1542,TitleI:no chng,"1,542","$1,883,823 ","342,063","1,541,760","$18,838 ",SWP
102625,1,M,625,HIGH SCHOOL OF GRAPHIC COMMUNIC 02M625,,Open,2,84.6,40.00%,1,"1,774",0,0,"1,501","1,501",55,"1,501",0,UU,,1501,TitleI:no chng,"1,501","$1,833,734 ","611,655","1,222,079","$18,337 ",SWP
102630,1,M,630,ART AND DESIGN HIGH SCHOOL,02M630,Open,2,61.9,40.00%,1,"1,377",0,0,852,852,15,852,0,,,852,TitleI:no chng,852,"$1,040,867 ","1,040,867",0,"$10,409 ",SWP
102655,1,M,655,LIFE SCIENCES SECONDARY SCHOOL,02M655,Open,2,80,40.00%,1,695,0,0,556,556,16,556,0,,,556,TitleI:no chng,556,"$679,251 ","185,526","493,725","$6,793 ",Target
102690,1,M,690,SCHOOL FOR THE PHYSICAL CITY HIGH,02M690,Closed,2,80.9,40.00%,1,47,0,0,38,38,1,38,0,,,38,TitleI:no chng,0,$0 ,0,0,$0 ,
102896,1,M,896,GREENWICH VILLAGE,02M896,Open,2,63.5,40.00%,1,211,0,0,134,134,4,134,0,,,134,TitleI:no chng,134,"$163,704 ","163,704",0,"$1,637 ",SWP
103009,1,M,9,P.S. 009 SARAH ANDERSON,03M009,Open,3,22.8,40.00%,0,531,0,0,121,0,30,30,0,,,30,Non-T1:STH only:no chng,30,"$36,650 ",0,"36,650",$367 ,Target
103044,1,M,44,J.H.S. M044 WILLIAM J. O'SHEA,03M044,Open,3,73.2,40.00%,1,165,0,0,121,121,12,121,0,UU,,121,TitleI:no chng,121,"$147,823 ","40,584","107,239","$1,478 ",SWP
103054,1,M,54,J.H.S. 054 BOOKER T. WASHINGTON,03M054,Open,3,37.2,40.00%,0,814,0,0,303,0,14,14,0,,,14,Non-T1:STH only:no chng,14,"$17,103 ",0,"17,103",$171 ,Target
103075,1,M,75,P.S. 075 EMILY DICKINSON,03M075,Open,3,67,40.00%,1,733,0,0,491,491,20,491,0,UU,,491,TitleI:no chng,491,"$599,842 ","599,842",0,"$5,998 ",SWP
103076,1,M,76,P.S. 076 A. PHILIP RANDOLPH,03M076,Open,3,82.7,40.00%,1,393,0,49,325,325,53,325,41,,,325,TitleI:no chng,366,"$447,133 ","75,370","371,763","$4,471 ",SWP
103084,1,M,84,P.S. 084 LILLIAN WEBER,03M084,Open,3,63.4,40.00%,1,453,0,0,287,287,17,287,0,,,287,TitleI:no chng,287,"$350,621 ","98,560","252,061","$3,506 ",SWP
103087,1,M,87,P.S. 087 WILLIAM SHERMAN,03M087,Open,3,16,40.00%,0,986,0,0,158,0,5,5,0,,,5,Non-T1:STH only:no chng,5,"$6,108 ",0,"6,108",$61 ,Target
103145,1,M,145,"P.S. 145, THE BLOOMINGDALE SCHOOL 03M145",,Open,3,86.5,40.00%,1,420,0,0,363,363,68,363,0,UU,,363,TitleI:no chng,363,"$443,468 ","130,448","313,020","$4,435 ",SWP
103149,1,M,149,P.S. 149 SOJOURNER TRUTH,03M149,Open,3,80.7,40.00%,1,391,0,0,316,316,49,316,0,UU,,316,TitleI:no chng,316,"$386,049 ","52,179","333,870","$3,860 ",SWP
103163,1,M,163,P.S. 163 ALFRED E. SMITH,03M163,Open,3,56,40.00%,1,620,0,0,347,347,15,347,0,,,347,TitleI:no chng,347,"$423,921 ","423,921",0,"$4,239 ",SWP
103165,1,M,165,P.S. 165 ROBERT E. SIMON,03M165,Open,3,80.2,40.00%,1,667,0,50,535,535,98,535,40,,,535,TitleI:no chng,575,"$702,463 ","144,942","557,521","$7,025 ",SWP
103166,1,M,166,P.S. 166 THE RICHARD RODGERS SCHOO03M166,,Open,3,36.6,40.00%,0,573,0,0,210,0,22,22,0,,,22,Non-T1:STH only:no chng,22,"$26,877 ",0,"26,877",$269 ,Target
103180,1,M,180,P.S. 180 HUGO NEWMAN,03M180,Open,3,82.5,40.00%,1,544,0,0,449,449,14,449,0,,,449,TitleI:no chng,449,"$548,532 ","142,043","406,489","$5,485 ",SWP
103185,1,M,185,P.S. 185 JOHN M. LANGSTON,03M185,Open,3,86.6,40.00%,1,203,0,0,176,176,20,176,0,UU,,176,TitleI:no chng,176,"$215,015 ","60,876","154,139","$2,150 ",SWP
103191,1,M,191,P.S. 191 AMSTERDAM,03M191,Open,3,73.9,40.00%,1,445,0,0,329,329,65,329,0,,,329,TitleI:no chng,329,"$401,931 ","101,459","300,472","$4,019 ",SWP
103199,1,M,199,P.S. 199 JESSIE ISADOR STRAUS,03M199,Open,3,8.8,40.00%,0,735,0,0,65,0,4,4,0,,,4,Non-T1:STH only:no chng,4,"$4,887 ",0,"4,887",$49 ,
103208,1,M,208,P.S. 208 ALAIN L. LOCKE,03M208,Open,3,88.3,40.00%,1,206,0,0,182,182,8,182,0,UU,,182,TitleI:no chng,182,"$222,345 ","52,179","170,166","$2,223 ",SWP
103241,1,M,241,P.S. 241 FAMILY ACADEMY,03M241,Open,3,85.3,40.00%,1,232,0,0,198,198,27,198,0,,,198,TitleI:no chng,198,"$241,892 ","34,786","207,106","$2,419 ",SWP
103242,1,M,242,P.S. M242 - GWENDOLYN POWELL BRO 03M242,,Open,3,80.3,40.00%,1,218,0,0,175,175,32,175,0,,,175,TitleI:no chng,175,"$213,793 ","52,179","161,614","$2,138 ",SWP
103243,1,M,243,M.S. 243 CENTER SCHOOL,03M243,Open,3,22.4,40.00%,0,210,0,0,47,0,0,0,0,,,0,Non-T1:STH only:no chng,0,$0 ,0,0,$0 ,
103245,1,M,245,M.S. M245 THE COMPUTER SCHOOL,03M245,Open,3,37.3,40.00%,0,395,0,0,147,0,4,4,0,UU,,4,Non-T1:STH only:no chng,4,"$4,887 ",0,"4,887",$49 ,Target
103246,1,M,246,M.S. M246 CROSSROADS SCHOOL,03M246,Closed,3,79.2,40.00%,1,52,0,0,41,41,5,41,0,UU,,41,TitleI:no chng,0,$0 ,0,0,$0 ,
103247,1,M,247,M.S. M247 DUAL LANGUAGE MIDDLE S 03M247,,Open,3,95.3,40.00%,1,192,0,0,183,183,11,183,0,,,183,TitleI:no chng,183,"$223,567 ","23,191","200,376","$2,236 ",SWP
103250,1,M,250,M.S. 250 WEST SIDE COLLABORATIVE M 03M250,,Open,3,74.5,40.00%,1,185,0,0,138,138,3,138,0,UU,,138,TitleI:no chng,138,"$168,591 ","55,078","113,513","$1,686 ",SWP
103256,1,M,256,M.S. 256 ACADEMIC & ATHLETIC EXCEL 03M256,,Open,3,84.7,40.00%,1,183,0,0,155,155,13,155,0,,,155,TitleI:no chng,155,"$189,360 ","57,977","131,383","$1,894 ",SWP
103258,1,M,258,COMMUNITY ACTION SCHOOL - MS 258 03M258,,Open,3,81.5,40.00%,1,254,0,0,207,207,12,207,0,,,207,TitleI:no chng,207,"$252,887 ","104,358","148,529","$2,529 ",SWP
103283,1,M,283,MANHATTAN THEATRE LAB HIGH SCHO 03M283,,Open,3,62.8,40.00%,1,376,0,0,236,236,25,236,0,,,236,TitleI:no chng,236,"$288,315 ","63,774","224,541","$2,883 ",SWP
103299,1,M,299,"HIGH SCHOOL FOR ARTS, IMAGINATION03M299",,Open,3,68.6,40.00%,1,414,0,0,284,284,14,284,0,,,284,TitleI:no chng,284,"$346,956 ","52,179","294,777","$3,470 ",SWP
103307,1,M,307,URBAN ASSEMBLY SCHOOL FOR MEDIA 03M307,,Open,3,67.9,40.00%,1,355,0,0,241,241,12,241,0,,,241,TitleI:no chng,241,"$294,424 ","43,483","250,941","$2,944 ",SWP
103333,1,M,333,P.S. 333 MANHATTAN SCHOOL FOR CH 03M333,,Open,3,24,40.00%,0,697,0,0,167,0,10,10,0,,,10,Non-T1:STH only:no chng,10,"$12,217 ",0,"12,217",$122 ,Target
103334,1,M,334,THE ANDERSON SCHOOL,03M334,Open,3,6.9,40.00%,0,563,0,0,39,0,1,1,0,UU,,1,Non-T1:STH only:no chng,1,"$1,222 ",0,"1,222",$12 ,
103402,1,M,402,THE URBAN ASSEMBLY SCHOOL FOR GR 03M402,,Open,3,86.3,40.00%,1,95,0,85,82,82,5,82,73,UC,,82,TitleI:no chng,155,"$189,360 ","8,697","180,663","$1,894 ",Target
103403,1,M,403,THE GLOBAL LEARNING COLLABORATIV 03M403,,Open,3,69.9,40.00%,1,103,0,90,72,72,7,72,63,UC,,72,TitleI:no chng,135,"$164,926 ","26,090","138,836","$1,649 ",SWP
103404,1,M,404,INNOVATION DIPLOMA PLUS,03M404,Open,3,61.3,40.00%,1,124,0,0,76,76,2,76,0,UC,,76,TitleI:no chng,76,"$92,847 ","23,191","69,656",$928 ,SWP
103415,1,M,415,WADLEIGH SECONDARY SCHOOL FOR T 03M415,,Open,3,86.6,40.00%,1,511,0,0,443,443,23,443,0,UU,,443,TitleI:no chng,443,"$541,202 ","150,740","390,462","$5,412 ",SWP
103421,1,M,421,WEST PREP ACADEMY,03M421,Open,3,66.2,40.00%,1,74,0,55,49,49,6,49,36,,,49,TitleI:no chng,85,"$103,842 ","28,988","74,854","$1,038 ",Target
103470,1,M,470,LOUIS D. BRANDEIS HIGH SCHOOL,03M470,Open,3,76.1,40.00%,1,"1,370",0,0,"1,043","1,043",108,"1,043",0,UU,,1043,TitleI:no chng,"1,043","$1,274,207 ","298,580","975,627","$12,742 ",SWP
103479,1,M,479,BEACON HIGH SCHOOL,03M479,Open,3,21.3,40.00%,0,"1,134",0,0,242,0,6,6,0,,,6,Non-T1:STH only:no chng,6,"$7,330 ",0,"7,330",$73 ,Target
103485,1,M,485,FIORELLO H. LAGUARDIA HIGH SCHOOL 03M485,,Open,3,26.9,40.00%,0,"2,524",0,0,679,0,4,4,0,,,4,Non-T1:STH only:no chng,4,"$4,887 ",0,"4,887",$49 ,Target
103492,1,M,492,"HIGH SCHOOL FOR LAW, ADVOCACY AN 03M492",,Open,3,82.7,40.00%,1,467,0,0,386,386,8,386,0,,,386,TitleI:no chng,386,"$471,567 ","136,245","335,322","$4,716 ",SWP
103494,1,M,494,HIGH SCHOOL OF ARTS AND TECHNOLO 03M494,,Open,3,83.2,40.00%,1,567,0,0,472,472,14,472,0,,,472,TitleI:no chng,472,"$576,631 ","136,245","440,386","$5,766 ",SWP
103505,1,M,505,EDWARD A. REYNOLDS WEST SIDE HIGH03M505,,Open,3,80.4,40.00%,1,586,0,0,471,471,18,471,0,UU,,471,TitleI:no chng,471,"$575,409 ","168,133","407,276","$5,754 ",SWP
103541,1,M,541,MANHATTAN / HUNTER SCIENCE HIGH 03M541,,Open,3,64.6,40.00%,1,435,0,0,281,281,4,281,0,,,281,TitleI:no chng,281,"$343,291 ","343,291",0,"$3,433 ",SWP
103859,1,M,859,SPECIAL MUSIC SCHOOL,03M859,Open,3,8.2,40.00%,0,134,0,0,11,0,0,0,0,,,0,Non-T1:STH only:no chng,0,$0 ,0,0,$0 ,
103860,1,M,860,FREDERICK DOUGLASS ACADEMY II SEC 03M860,,Open,3,59.1,40.00%,1,433,0,0,256,256,9,256,0,,,256,TitleI:no chng,256,"$312,749 ","57,977","254,772","$3,127 ",SWP
103862,1,M,862,MOTT HALL II,03M862,Open,3,46.9,40.00%,1,289,0,0,136,136,4,136,0,UU,,136,TitleI:no chng,136,"$166,148 ","166,148",0,"$1,661 ",SWP
104007,1,M,7,P.S. 007 SAMUEL STERN,04M007,Open,4,86.1,40.00%,1,417,0,0,359,359,45,359,0,UU,,359,TitleI:no chng,359,"$438,581 ","98,560","340,021","$4,386 ",SWP
104012,1,M,12,TAG YOUNG SCHOLARS,04M012,Open,4,63.3,40.00%,1,464,0,0,294,294,5,294,0,UU,,294,TitleI:no chng,294,"$359,172 ","359,172",0,"$3,592 ",SWP
104013,1,M,13,J.H.S. 013 JACKIE ROBINSON,04M013,Open,4,81.4,40.00%,1,308,0,0,251,251,22,251,0,UU,,251,TitleI:no chng,251,"$306,640 ","55,078","251,562","$3,066 ",SWP
104037,1,M,37,RIVER EAST ELEMENTARY,04M037,Open,4,84.5,40.00%,1,193,0,0,163,163,12,163,0,,,163,TitleI:no chng,163,"$199,133 ","66,673","132,460","$1,991 ",SWP
104038,1,M,38,P.S. 38 ROBERTO CLEMENTE,04M038,Open,4,86.6,40.00%,1,283,0,0,245,245,47,245,0,,,245,TitleI:no chng,245,"$299,310 ","49,280","250,030","$2,993 ",SWP
104045,1,M,45,M.S. 45/S.T.A.R.S. PREP ACADEMY,04M045,Open,4,95,40.00%,1,358,0,0,340,340,30,340,0,,,340,TitleI:no chng,340,"$415,370 ","52,179","363,191","$4,154 ",SWP
104050,1,M,50,P.S. 050 VITO MARCANTONIO,04M050,Open,4,90.9,40.00%,1,438,0,0,398,398,46,398,0,UU,,398,TitleI:no chng,398,"$486,227 ","89,864","396,363","$4,862 ",SWP
104057,1,M,57,JAMES WELDON JOHNSON,04M057,Open,4,93.2,40.00%,1,719,0,0,670,670,85,670,0,UU,,670,TitleI:no chng,670,"$818,522 ","147,841","670,681","$8,185 ",SWP
104072,1,M,72,P.S. 072,04M072,Open,4,94.4,40.00%,1,519,0,0,490,490,139,490,0,UU,,490,TitleI:no chng,490,"$598,621 ","95,662","502,959","$5,986 ",SWP
104083,1,M,83,P.S. 083 LUIS MUNOZ RIVERA,04M083,Open,4,96.2,40.00%,1,421,0,0,405,405,16,405,0,,,405,TitleI:no chng,405,"$494,778 ","37,685","457,093","$4,948 ",SWP
104096,1,M,96,P.S. 096 JOSEPH LANZETTA,04M096,Open,4,91.3,40.00%,1,546,0,0,498,498,27,498,0,UU,,498,TitleI:no chng,498,"$608,394 ","63,774","544,620","$6,084 ",SWP
104101,1,M,101,P.S. 101 ANDREW DRAPER,04M101,Closed,4,85.7,40.00%,1,70,0,0,60,60,0,60,0,,,60,TitleI:no chng,0,$0 ,0,0,$0 ,
104102,1,M,102,P.S. 102 JACQUES CARTIER,04M102,Open,4,100,40.00%,1,291,0,0,291,291,25,291,0,,,291,TitleI:no chng,291,"$355,507 ","2,899","352,608","$3,555 ",SWP
104108,1,M,108,P.S. 108 ASSEMBLYMAN ANGELO DEL T 04M108,,Open,4,96.2,40.00%,1,710,0,0,683,683,88,683,0,UU,,683,TitleI:no chng,683,"$834,404 ","182,627","651,777","$8,344 ",SWP
104112,1,M,112,P.S. 112 JOSE CELSO BARBOSA,04M112,Open,4,93.8,40.00%,1,292,0,0,274,274,14,274,0,UU,,274,TitleI:no chng,274,"$334,739 ","66,673","268,066","$3,347 ",SWP
104117,1,M,117,TITO PUENTE EDUCATION COMPLEX,04M117,Closed,4,95.7,40.00%,1,138,0,0,132,132,8,132,0,,,132,TitleI:no chng,0,$0 ,0,0,$0 ,
104146,1,M,146,P.S. 146 ANN M. SHORT,04M146,Open,4,97.6,40.00%,1,451,0,0,440,440,34,440,0,,,440,TitleI:no chng,440,"$537,537 ","57,977","479,560","$5,375 ",SWP
104155,1,M,155,P.S. 155 WILLIAM PACA,04M155,Open,4,97.5,40.00%,1,370,0,0,361,361,11,361,0,UU,,361,TitleI:no chng,361,"$441,025 ","43,483","397,542","$4,410 ",SWP
104171,1,M,171,P.S. 171 PATRICK HENRY,04M171,Open,4,89,40.00%,1,615,0,0,547,547,22,547,0,UU,,547,TitleI:no chng,547,"$668,256 ","179,728","488,528","$6,683 ",SWP
104182,1,M,182,THE BILINGUAL BICULTURAL SCHOOL,04M182,Open,4,94.7,40.00%,1,438,0,0,415,415,8,415,0,,,415,TitleI:no chng,415,"$506,995 ",0,"506,995","$5,070 ",SWP
104206,1,M,206,P.S. 206 JOSE CELSO BARBOSA,04M206,Open,4,94.3,40.00%,1,227,0,0,214,214,0,214,0,UU,,214,TitleI:no chng,214,"$261,438 ","40,584","220,854","$2,614 ",SWP
104224,1,M,224,M.S. 224 MANHATTAN EAST SCHOOL F 04M224,,Open,4,56,40.00%,1,259,0,0,145,145,6,145,0,,,145,TitleI:no chng,145,"$177,143 ","177,143",0,"$1,771 ",SWP
104372,1,M,372,ESPERANZA PREPARATORY ACADEMY,04M372,Open,4,95.5,40.00%,1,202,0,0,193,193,12,193,0,,,193,TitleI:no chng,193,"$235,783 ","49,280","186,503","$2,358 ",SWP
104375,1,M,375,MOSAIC PREPARATORY ACADEMY,04M375,Open,4,94.2,40.00%,1,259,0,0,244,244,23,244,0,,,244,TitleI:no chng,244,"$298,089 ",0,"298,089","$2,981 ",SWP
104377,1,M,377,RENAISSANCE SCHOOL OF THE ARTS,04M377,Open,4,91.9,40.00%,1,123,0,62,113,113,8,113,57,,,113,TitleI:no chng,170,"$207,685 ","52,179","155,506","$2,077 ",SWP
104381,1,M,381,GLOBAL NEIGHBORHOOD SECONDARY,04M381,Open,4,92.1,40.00%,1,152,0,61,140,140,14,140,56,,,140,TitleI:no chng,196,"$239,448 ","34,786","204,662","$2,394 ",SWP
104406,1,M,406,GLOBAL TECHNOLOGY PREPARATORY,04M406,Open,4,80,40.00%,1,55,0,38,44,44,2,44,30,UC,,44,TitleI:no chng,74,"$90,404 ","17,393","73,011",$904 ,SWP
104409,1,M,409,COALITION SCHOOL FOR SOCIAL CHAN,04M409,Open,4,83.7,40.00%,1,377,0,0,316,316,21,316,0,UU,,316,TitleI:no chng,316,"$386,049 ","130,448","255,601","$3,860 ",SWP
104435,1,M,435,MANHATTAN CENTER FOR SCIENCE AN 04M435,,Open,4,79.2,40.00%,1,"1,691",0,0,"1,339","1,339",16,"1,339",0,,,1339,TitleI:no chng,"1,339","$1,635,823 ",0,"1,635,823","$16,358 ",SWP
104495,1,M,495,PARK EAST HIGH SCHOOL,04M495,Open,4,83.5,40.00%,1,364,0,0,304,304,9,304,0,,,304,TitleI:no chng,304,"$371,389 ",0,"371,389","$3,714 ",SWP
104497,1,M,497,CENTRAL PARK EAST I,04M497,Open,4,62.2,40.00%,1,186,0,0,116,116,1,116,0,UU,,116,TitleI:no chng,116,"$141,714 ","141,714",0,"$1,417 ",SWP
104555,1,M,555,CENTRAL PARK EAST HIGH SCHOOL,04M555,Open,4,80.1,40.00%,1,332,0,0,266,266,11,266,0,UU,,266,TitleI:no chng,266,"$324,966 ","92,763","232,203","$3,250 ",SWP
104610,1,M,610,YOUNG WOMEN'S LEADERSHIP SCHOO 04M610,,Open,4,79.2,40.00%,1,437,0,0,346,346,4,346,0,,,346,TitleI:no chng,346,"$422,700 ","179,728","242,972","$4,227 ",SWP
104635,1,M,635,ACADEMY OF ENVIRONMENTAL SCIENC 04M635,,Open,4,68.2,40.00%,1,415,0,0,283,283,23,283,0,,,283,TitleI:no chng,283,"$345,734 ","52,179","293,555","$3,457 ",SWP
104680,1,M,680,"HERITAGE SCHOOL, THE",04M680,Open,4,74,40.00%,1,315,0,0,233,233,4,233,0,,,233,TitleI:no chng,233,"$284,650 ","46,381","238,269","$2,847 ",SWP
104695,1,M,695,URBAN PEACE ACADEMY,04M695,Closed,4,88.1,40.00%,1,42,0,0,37,37,2,37,0,,,37,TitleI:no chng,0,$0 ,0,0,$0 ,
104825,1,M,825,ISAAC NEWTON MIDDLE SCHOOL FOR M04M825,,Open,4,81.8,40.00%,1,362,0,0,296,296,18,296,0,UU,,296,TitleI:no chng,296,"$361,616 ","139,144","222,472","$3,616 ",SWP
104964,1,M,964,CENTRAL PARK EAST II,04M964,Open,4,77.4,40.00%,1,198,0,0,153,153,4,153,0,UU,,153,TitleI:no chng,153,"$186,916 ","92,763","94,153","$1,869 ",SWP
105030,1,M,30,P.S. 030 HERNANDEZ/HUGHES,05M030,Open,5,95.2,40.00%,1,273,0,0,260,260,34,260,0,,,260,TitleI:no chng,260,"$317,636 ","40,584","277,052","$3,176 ",SWP
105036,1,M,36,P.S. 036 MARGARET DOUGLAS,05M036,Open,5,71.2,40.00%,1,514,0,83,366,366,35,366,59,,,366,TitleI:no chng,425,"$519,212 ","78,269","440,943","$5,192 ",SWP
105046,1,M,46,P.S. 046 ARTHUR TAPPAN,05M046,Open,5,89.6,40.00%,1,675,0,58,605,605,64,605,52,,,605,TitleI:no chng,657,"$802,641 ",0,"802,641","$8,026 ",SWP
105092,1,M,92,P.S. 092 MARY MCLEOD BETHUNE,05M092,Open,5,88.8,40.00%,1,269,0,0,239,239,21,239,0,,,239,TitleI:no chng,239,"$291,980 ","52,179","239,801","$2,920 ",SWP
105123,1,M,123,P.S. 123 MAHALIA JACKSON,05M123,Open,5,86.6,40.00%,1,568,0,51,492,492,81,492,44,UU,,492,TitleI:no chng,536,"$654,818 ","69,572","585,246","$6,548 ",SWP
105125,1,M,125,P.S. 125 RALPH BUNCHE,05M125,Open,5,88.4,40.00%,1,236,0,0,209,209,15,209,0,UU,,209,TitleI:no chng,209,"$255,330 ","55,078","200,252","$2,553 ",SWP
105129,1,M,129,P.S. 129 JOHN H. FINLEY,05M129,Open,5,85.7,40.00%,1,542,0,50,464,464,38,464,43,UU,,464,TitleI:no chng,507,"$619,389 ","124,650","494,739","$6,194 ",SWP
105133,1,M,133,P.S. 133 FRED R MOORE,05M133,Open,5,88.5,40.00%,1,301,0,0,266,266,48,266,0,UU,,266,TitleI:no chng,266,"$324,966 ","57,977","266,989","$3,250 ",SWP
105154,1,M,154,P.S. 154 HARRIET TUBMAN,05M154,Open,5,94.4,40.00%,1,357,0,0,337,337,51,337,0,,,337,TitleI:no chng,337,"$411,705 ","63,774","347,931","$4,117 ",SWP
105161,1,M,161,P.S. 161 PEDRO ALBIZU CAMPOS,05M161,Open,5,97.8,40.00%,1,850,0,60,831,831,114,831,59,,,831,TitleI:no chng,890,"$1,087,291 ","110,156","977,135","$10,873 ",SWP
105175,1,M,175,P.S. 175 HENRY H GARNET,05M175,Open,5,95.5,40.00%,1,379,0,0,362,362,57,362,0,,,362,TitleI:no chng,362,"$442,246 ","75,370","366,876","$4,422 ",SWP
105194,1,M,194,P.S. 194 COUNTEE CULLEN,05M194,Open,5,93.6,40.00%,1,281,0,0,263,263,48,263,0,,,263,TitleI:no chng,263,"$321,301 ","34,786","286,515","$3,213 ",SWP
105195,1,M,195,I.S. 195 ROBERTO CLEMENTE,05M195,Open,5,88.8,40.00%,1,552,0,0,490,490,39,490,0,UU,,490,TitleI:no chng,490,"$598,621 ","92,763","505,858","$5,986 ",SWP
105197,1,M,197,P.S. 197 JOHN B. RUSSWURM,05M197,Open,5,79.3,40.00%,1,353,0,0,280,280,40,280,0,,,280,TitleI:no chng,280,"$342,069 ","49,280","292,789","$3,421 ",SWP
105200,1,M,200,P.S. 200- THE JAMES MCCUNE SMITH S 05M200,,Open,5,82.6,40.00%,1,485,0,0,401,401,64,401,0,UU,,401,TitleI:no chng,401,"$489,892 ","75,370","414,522","$4,899 ",SWP
105285,1,M,285,HARLEM RENAISSANCE HIGH SCHOOL,05M285,Open,5,72.9,40.00%,1,221,0,0,161,161,8,161,0,,,161,TitleI:no chng,161,"$196,690 ","17,393","179,297","$1,967 ",SWP
105286,1,M,286,I.S. M286 RENAISSANCE MILITARY LEAD 05M286,,Open,5,94.5,40.00%,1,253,0,0,239,239,16,239,0,,,239,TitleI:no chng,239,"$291,980 ","28,988","262,992","$2,920 ",SWP
105302,1,M,302,KAPPA IV,05M302,Open,5,82.4,40.00%,1,261,0,0,215,215,9,215,0,,,215,TitleI:no chng,215,"$262,660 ","60,876","201,784","$2,627 ",SWP
105304,1,M,304,MOTT HALL HIGH SCHOOL,05M304,Open,5,66.8,40.00%,1,397,0,0,265,265,7,265,0,,,265,TitleI:no chng,265,"$323,744 ","75,370","248,374","$3,237 ",SWP
105317,1,M,317,KAPPA II,05M317,Open,5,74.6,40.00%,1,138,0,0,103,103,9,103,0,,,103,TitleI:no chng,103,"$125,833 ","26,090","99,743","$1,258 ",SWP
105318,1,M,318,THURGOOD MARSHALL ACADEMY LOW 05M318,,Open,5,71.5,40.00%,1,205,0,0,147,147,5,147,0,UU,,147,TitleI:no chng,147,"$179,586 ","107,257","72,329","$1,796 ",SWP
105344,1,M,344,ACADEMY OF COLLABORATIVE EDUCAT 05M344,,Open,5,87.1,40.00%,1,194,0,0,169,169,25,169,0,,,169,TitleI:no chng,169,"$206,463 ","23,191","183,272","$2,065 ",SWP
105362,1,M,362,COLUMBIA SECONDARY SCHOOL,05M362,Open,5,42.7,40.00%,1,288,0,89,123,123,1,123,38,UC,,123,TitleI:no chng,161,"$196,690 ","196,690",0,"$1,967 ",SWP
105367,1,M,367,ACADEMY FOR SOCIAL ACTION: A COLL 05M367,,Open,5,80.3,40.00%,1,395,0,43,317,317,25,317,35,,,317,TitleI:no chng,352,"$430,030 ","75,370","354,660","$4,300 ",SWP
105369,1,M,369,URBAN ASSEMBLY SCHOOL FOR THE PE 05M369,,Open,5,83.1,40.00%,1,314,0,0,261,261,12,261,0,,,261,TitleI:no chng,261,"$318,857 ","115,954","202,903","$3,189 ",SWP
105410,1,M,410,THE URBAN ASSEMBLY INSTITUTE FOR,05M410,Open,5,87.5,40.00%,1,72,0,51,63,63,3,63,45,,,63,TitleI:no chng,108,"$131,941 ","31,887","100,054","$1,319 ",SWP
105469,1,M,469,CHOIR ACADEMY OF HARLEM,05M469,Open,5,91.7,40.00%,1,409,0,0,375,375,18,375,0,,,375,TitleI:no chng,375,"$458,128 ","63,774","394,354","$4,581 ",SWP
105499,1,M,499,FREDERICK DOUGLASS ACADEMY,05M499,Open,5,67,40.00%,1,"1,589",0,0,"1,065","1,065",49,"1,065",0,,,1065,TitleI:no chng,"1,065","$1,301,084 ","466,713","834,371","$13,011 ",SWP
